listing_id,date
8779243,2016-03-20
8779243,2016-04-02
8779243,2016-05-12
8779243,2016-05-15
8779243,2016-05-31
8779243,2016-08-28
8779243,2016-09-19
8779243,2016-10-24
11228828,2016-03-29
11228828,2016-05-09
11228828,2016-05-20
11228828,2016-05-28
11228828,2016-06-08
11228828,2016-06-13
11228828,2016-08-08
14013818,2016-07-23
14013818,2016-07-27
14013818,2016-08-03
14013818,2016-08-05
14013818,2016-08-08
14013818,2016-08-12
14013818,2016-08-16
14013818,2016-08-18
14013818,2016-08-23
14013818,2016-08-28
14013818,2016-08-31
14013818,2016-09-06
14013818,2016-09-07
14013818,2016-09-07
14013818,2016-09-09
14013818,2016-09-15
14013818,2016-09-15
14013818,2016-09-22
14013818,2016-09-23
14013818,2016-09-25
14013818,2016-09-25
14013818,2016-09-26
14013818,2016-10-02
14013818,2016-10-03
14013818,2016-10-12
14013818,2016-10-15
14013818,2016-10-16
14013818,2016-10-18
14013818,2016-10-19
14013818,2016-10-20
14013818,2016-10-22
14013818,2016-10-27
14013818,2016-10-31
14013818,2016-11-03
14013818,2016-11-09
14013818,2016-11-15
14013818,2016-11-17
14013818,2016-11-20
14013818,2016-11-26
14013818,2016-12-01
14013818,2016-12-03
14013818,2016-12-07
14013818,2016-12-11
14013818,2016-12-16
14013818,2016-12-20
14013818,2016-12-24
14013818,2016-12-29
14013818,2017-01-01
14013818,2017-01-05
14013818,2017-01-07
14013818,2017-01-12
14013818,2017-01-16
14013818,2017-01-20
14013818,2017-01-21
14013818,2017-01-25
14013818,2017-01-27
14013818,2017-02-02
14013818,2017-02-08
14013818,2017-02-11
14013818,2017-02-21
14013818,2017-02-26
14013818,2017-03-06
14013818,2017-03-08
11190379,2016-04-21
11190379,2016-06-10
11190379,2016-06-16
11190379,2016-06-19
11190379,2016-07-31
11190379,2016-08-08
11190379,2016-08-12
11190379,2016-08-27
11190379,2016-08-30
11190379,2016-10-20
11190379,2016-11-27
11190379,2016-12-26
11190379,2016-12-30
12505522,2016-07-25
12505522,2016-07-28
12505522,2016-08-07
12505522,2016-08-14
12505522,2016-09-01
12505522,2016-09-05
12505522,2016-10-07
12505522,2016-11-13
12505522,2017-01-03
12505522,2017-01-28
12505522,2017-03-04
14786197,2016-08-31
568161,2012-09-07
568161,2012-09-17
568161,2012-10-01
568161,2012-11-07
568161,2012-12-11
568161,2012-12-12
568161,2012-12-17
568161,2013-03-13
568161,2013-03-19
568161,2013-03-30
568161,2013-04-04
568161,2013-04-28
568161,2013-05-28
568161,2013-07-02
568161,2013-07-20
568161,2013-08-02
568161,2013-08-13
568161,2013-09-06
568161,2013-09-24
568161,2013-09-29
568161,2013-10-03
568161,2013-10-05
568161,2013-10-07
568161,2013-10-10
568161,2013-10-14
568161,2013-10-19
568161,2013-10-25
568161,2013-10-29
568161,2013-11-02
568161,2013-11-04
568161,2013-11-06
568161,2013-11-11
568161,2013-11-19
568161,2013-11-25
568161,2013-11-29
568161,2013-12-04
568161,2013-12-10
568161,2013-12-17
568161,2014-01-18
568161,2014-01-31
568161,2014-03-02
568161,2014-03-09
568161,2014-03-13
568161,2014-03-21
568161,2014-03-27
568161,2014-04-07
568161,2014-04-13
568161,2014-04-29
568161,2014-05-10
568161,2014-05-12
568161,2014-05-18
568161,2014-05-21
568161,2014-05-28
568161,2014-06-01
568161,2014-06-03
568161,2014-06-07
568161,2014-06-15
568161,2014-06-20
568161,2014-06-26
568161,2014-07-01
568161,2014-07-06
568161,2014-07-15
568161,2014-07-20
568161,2014-07-28
568161,2014-08-02
568161,2014-08-07
568161,2014-08-13
568161,2014-08-15
568161,2014-08-22
568161,2014-08-26
568161,2014-08-30
568161,2014-09-03
568161,2014-09-05
568161,2014-09-10
568161,2014-09-13
568161,2014-09-16
568161,2014-09-24
568161,2014-10-09
568161,2014-10-13
568161,2014-10-19
568161,2014-10-25
568161,2014-10-31
568161,2014-11-04
568161,2014-11-06
568161,2014-11-13
568161,2014-11-21
568161,2014-11-23
568161,2014-11-26
568161,2014-12-08
568161,2014-12-14
568161,2014-12-19
568161,2014-12-22
568161,2015-01-25
568161,2015-01-31
568161,2015-02-08
568161,2015-02-12
568161,2015-02-17
568161,2015-02-21
568161,2015-03-26
568161,2015-04-03
568161,2015-04-09
568161,2015-04-13
568161,2015-04-20
568161,2015-04-23
568161,2015-04-27
568161,2015-05-12
568161,2015-05-18
568161,2015-05-21
568161,2015-05-24
568161,2015-05-29
568161,2015-06-03
568161,2015-06-10
568161,2015-06-16
568161,2015-06-20
568161,2015-06-22
568161,2015-06-24
568161,2015-07-01
568161,2015-07-03
568161,2015-07-08
568161,2015-07-13
568161,2015-07-17
568161,2015-07-20
568161,2015-07-27
568161,2015-07-29
568161,2015-08-01
568161,2015-08-08
568161,2015-08-17
568161,2015-08-29
568161,2015-08-31
568161,2015-09-05
568161,2015-09-07
568161,2015-09-13
568161,2015-09-21
568161,2015-09-23
568161,2015-09-26
568161,2015-10-03
568161,2015-10-07
568161,2015-10-11
568161,2015-10-13
568161,2015-10-27
568161,2015-11-08
568161,2015-11-14
568161,2015-11-17
568161,2015-11-19
568161,2015-11-25
568161,2015-12-05
568161,2015-12-07
568161,2015-12-13
568161,2015-12-19
568161,2015-12-22
568161,2016-01-09
568161,2016-01-14
568161,2016-01-21
568161,2016-01-25
568161,2016-02-01
568161,2016-02-03
568161,2016-02-08
568161,2016-02-26
568161,2016-03-01
568161,2016-03-08
568161,2016-03-12
568161,2016-04-16
568161,2016-04-21
568161,2016-04-26
568161,2016-04-28
568161,2016-05-02
568161,2016-05-05
568161,2016-05-08
568161,2016-05-16
568161,2016-05-21
568161,2016-05-24
568161,2016-05-29
568161,2016-06-03
568161,2016-06-09
