id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16086843,421 - Private Room With Bath in Union Square,93714995,325,,Financial District,37.78893357307589,-122.40501988329616,Private room,109,1,35,2017-03-28,8.54,13,128
17112437,POSH CONDO nxt to Moscone Center!,39482052,Luna,,Financial District,37.78372979152244,-122.40005393740704,Entire home/apt,138,1,5,2017-03-29,3.95,3,294
10918894,Luxury apartment downtown,56596153,Joaquin,,Financial District,37.793068646998606,-122.39935870283225,Entire home/apt,550,1,0,,,1,0
13508455,City View SF Condo,77519608,Divya,,Financial District,37.78956727561959,-122.39177143773685,Entire home/apt,1200,1,0,,,1,0
9648750,Stunning Corporate Apt--Downtown SF,49884715,Jamie,,Financial District,37.790237308780675,-122.40295830606028,Entire home/apt,600,1,5,2017-02-27,0.36,1,349
11242172,Chinatown Moscone Ct Financial Dist,56261976,Jay,,Financial District,37.79598329767038,-122.40447756761792,Entire home/apt,149,1,56,2017-03-17,4.39,1,293
138795,great place,677432,Jay,,Financial District,37.79065686248178,-122.39523595323675,Entire home/apt,369,2,12,2016-07-04,0.17,3,365
72444,Friendly Hostel with Community #2,329072,Darren & Friends,,Financial District,37.79308771358162,-122.40443145073387,Shared room,45,1,190,2017-03-28,2.59,16,267
12497487,Ritz-Carlton Condo 1/1.5 ~1500sqft,53872592,Leslie,,Financial District,37.78941836439546,-122.40361642944866,Entire home/apt,1100,1,0,,,2,0
17424156,Luxury high rise executive 2Beds suite,112010313,Yafit,,Financial District,37.79010703428212,-122.3934146026996,Entire home/apt,298,1,4,2017-03-27,4,1,318
10940274,Top Floor Loft in Downtown San Fran,17678329,Calvin,,Financial District,37.78723946803834,-122.39607880207664,Entire home/apt,600,3,0,,,1,0
17767582,Luxury Bedroom in Downtown SF,12217513,Nancy,,Financial District,37.789690417053116,-122.40679358282547,Private room,100,3,0,,,1,288
15342718,Walk to a 1000+ places in minutes. Tesla available,57006205,Michael & Lisa,,Financial District,37.79320653565467,-122.39749050261082,Private room,419,1,0,,,1,364
11147115,3BR San Francisco Ritz Carlton Residence,42902994,Carolyn,,Financial District,37.789198330948565,-122.40273085641928,Entire home/apt,1500,1,0,,,3,30
17968216,Millennium Towers - Best Luxury Condo in SF,123393026,Cameron,,Financial District,37.79086026554601,-122.3956362273676,Private room,350,5,0,,,1,92
15144638,Entire condo-4 min walk to Moscone,33399300,Alina,,Financial District,37.784664976559014,-122.39972584133987,Entire home/apt,299,1,26,2017-03-29,4.06,1,175
4998039,Elegant room in luxury apartment,2861968,Stephanie,,Financial District,37.78712784720794,-122.40039788674638,Private room,250,2,18,2017-03-24,0.76,1,363
12712281,Central Exec Corp Apart,69111881,Jillian,,Financial District,37.79340832166291,-122.39981926120437,Entire home/apt,300,3,15,2017-03-10,1.46,1,0
11376984,"SF, Studio up to 1 BR, 1-2 beds!",4385059,John,,Financial District,37.78878689161455,-122.40629852409027,Entire home/apt,179,1,6,2017-03-10,0.46,14,86
17174763,Apartment B,2686408,Andrew,,Financial District,37.79084374037218,-122.39342100708629,Private room,114,5,0,,,1,0
16602342,Breathtaking Bay Bridge Luxury Apartment,13002106,Joel,,Financial District,37.787240266834765,-122.39489227702138,Entire home/apt,195,3,12,2017-03-29,4.04,1,11
